neighbourhood_group,neighbourhood,lat,long,instant_bookable,cancellation_policy,room_type,construction_year,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,review_rate_number,calculated_host_listings_count,availability_365,occupancy_rate,estimated_occupied_nights,estimated_revenue,log_price
Brooklyn,East Flatbush,40.65286,-73.93371,False,flexible,Private room,2011.0,906,30,1.0,2019-06-12,1.0,4.0,4.0,245.0,0.3287671232876712,120.0,108720.0,6.80903930604298
Queens,Flushing,40.75607,-73.80964,False,moderate,Entire home/apt,2021.0,1006,7,4.0,2019-06-12,0.18,4.0,7.0,365.0,0.0,0.0,0.0,6.913737350659685
Staten Island,Rosebank,40.61353,-74.06724,True,strict,Private room,2006.0,721,2,88.0,2019-06-24,4.73,4.0,1.0,114.0,0.6876712328767123,251.0,180971.0,6.580639137284949
Brooklyn,Bushwick,40.70408,-73.92045,True,flexible,Private room,2013.0,1049,3,2.0,2019-05-27,0.8,4.0,3.0,169.0,0.536986301369863,196.0,205604.0,6.955592608396297
Manhattan,East Harlem,40.78602,-73.94977,True,flexible,Private room,2012.0,480,3,67.0,2019-07-01,3.06,2.0,1.0,34.0,0.9068493150684932,331.0,158880.0,6.173786103901937
Brooklyn,Bedford-Stuyvesant,40.67753,-73.91688,True,moderate,Entire home/apt,2009.0,504,4,97.0,2019-07-02,5.02,3.0,1.0,211.0,0.42191780821917807,154.0,77616.0,6.222576268071369
Manhattan,Little Italy,40.71923,-73.99573,True,strict,Entire home/apt,2012.0,792,31,4.0,2019-06-15,0.28,5.0,11.0,93.0,0.7452054794520548,272.0,215424.0,6.674561391814426
Brooklyn,East Flatbush,40.6485,-73.93855,True,flexible,Private room,2022.0,775,3,58.0,2019-06-12,2.57,4.0,3.0,306.0,0.16164383561643836,59.0,45725.0,6.652863029353347
Queens,Arverne,40.59736,-73.80029,True,flexible,Private room,2018.0,1100,1,60.0,2019-06-25,2.73,5.0,3.0,348.0,0.04657534246575343,17.0,18700.0,7.003065458786462
Queens,Arverne,40.59754,-73.79949,False,strict,Private room,2017.0,871,1,53.0,2019-06-27,2.35,3.0,3.0,249.0,0.3178082191780822,116.0,101036.0,6.769641976852503
Brooklyn,East Flatbush,40.64991,-73.93716,True,flexible,Private room,2003.0,1024,3,52.0,2019-06-23,2.34,3.0,3.0,298.0,0.18356164383561643,67.0,68608.0,6.931471805599453
Brooklyn,Williamsburg,40.71462,-73.96263,False,flexible,Private room,2009.0,1195,1,3.0,2017-09-16,0.13,4.0,1.0,0.0,1.0,365.0,436175.0,7.085901464365611
Manhattan,Midtown,40.7531,-73.97085,False,moderate,Private room,2015.0,395,1,33.0,2019-06-23,1.49,5.0,1.0,0.0,1.0,365.0,144175.0,5.978885764901122
Queens,Flushing,40.75895,-73.79196,False,moderate,Entire home/apt,2004.0,610,2,86.0,2019-06-30,3.83,5.0,1.0,115.0,0.684931506849315,250.0,152500.0,6.413458957167357
Brooklyn,Greenpoint,40.72246,-73.94768,True,strict,Entire home/apt,2014.0,1022,7,0.0,,,3.0,1.0,0.0,1.0,365.0,373030.0,6.92951677076365
Manhattan,Hell's Kitchen,40.76363,-73.98746,True,flexible,Entire home/apt,2022.0,1181,1,3.0,2018-12-08,0.14,4.0,3.0,365.0,0.0,0.0,0.0,7.074116816197362
Brooklyn,Bedford-Stuyvesant,40.6824,-73.91315,True,moderate,Private room,2018.0,921,4,7.0,2019-06-22,0.31,5.0,1.0,2.0,0.9945205479452055,363.0,334323.0,6.825460036255307
Manhattan,Washington Heights,40.85186,-73.9305,True,strict,Private room,2016.0,229,3,5.0,2018-04-06,0.22,4.0,1.0,0.0,1.0,365.0,83585.0,5.43372200355424
Manhattan,Inwood,40.86306,-73.92896,True,moderate,Entire home/apt,2020.0,1142,2,38.0,2019-06-23,1.69,3.0,1.0,244.0,0.3315068493150685,121.0,138182.0,7.040536390215956
Brooklyn,Cypress Hills,40.68201,-73.89425,False,moderate,Entire home/apt,2009.0,800,30,34.0,2019-03-16,1.51,2.0,1.0,234.0,0.3589041095890411,131.0,104800.0,6.684611727667927
Manhattan,Upper West Side,40.79412,-73.96806,False,flexible,Entire home/apt,2010.0,929,10,0.0,,,5.0,1.0,0.0,1.0,365.0,339085.0,6.834108738813838
Bronx,Unionport,40.83121,-73.8483,True,flexible,Entire home/apt,2007.0,1034,2,1.0,2018-02-01,0.06,5.0,2.0,342.0,0.06301369863013699,23.0,23782.0,6.9411900550683745
Manhattan,Upper East Side,40.78019,-73.95857,True,strict,Entire home/apt,2020.0,688,30,0.0,,,3.0,33.0,365.0,0.0,0.0,0.0,6.5337888379333435
Bronx,Pelham Bay,40.84711,-73.83039,True,flexible,Entire home/apt,2017.0,756,2,66.0,2019-06-19,3.04,3.0,1.0,56.0,0.8465753424657534,309.0,233604.0,6.628041376179533
Manhattan,Midtown,40.7506,-73.97104,True,strict,Entire home/apt,2013.0,459,30,0.0,,,3.0,33.0,365.0,0.0,0.0,0.0,6.129050210060545
Brooklyn,Flatbush,40.64068,-73.9641,True,flexible,Entire home/apt,2003.0,80,6,0.0,,,4.0,1.0,0.0,1.0,365.0,29200.0,4.382026634673881
Brooklyn,Crown Heights,40.67749,-73.94854,False,flexible,Private room,2022.0,143,1,32.0,2019-06-29,1.5,4.0,2.0,351.0,0.038356164383561646,14.0,2002.0,4.962844630259907
Manhattan,Gramercy,40.73638,-73.98089,False,flexible,Entire home/apt,2020.0,1060,30,0.0,,,5.0,33.0,242.0,0.336986301369863,123.0,130380.0,6.966024187106113
Brooklyn,Prospect-Lefferts Gardens,40.66334,-73.94651,False,flexible,Entire home/apt,2014.0,205,4,17.0,2019-05-20,0.78,3.0,1.0,110.0,0.6986301369863014,255.0,52275.0,5.3230099791384085
Manhattan,East Harlem,40.79633,-73.94819,True,strict,Entire home/apt,2016.0,570,30,3.0,2019-04-27,0.16,5.0,1.0,212.0,0.4191780821917808,153.0,87210.0,6.345636360828596
Manhattan,Chelsea,40.74419,-73.99913,True,moderate,Entire home/apt,2021.0,753,1,102.0,2019-07-01,4.55,3.0,1.0,33.0,0.9095890410958904,332.0,249996.0,6.6240652277998935
Manhattan,Financial District,40.70866,-74.01385,False,moderate,Entire home/apt,2008.0,565,30,1.0,2018-10-31,0.12,5.0,33.0,327.0,0.10410958904109589,38.0,21470.0,6.336825731146441
Brooklyn,Clinton Hill,40.68541,-73.96188,True,strict,Entire home/apt,2016.0,811,12,27.0,2019-05-07,1.19,4.0,1.0,13.0,0.9643835616438357,352.0,285472.0,6.698268054115413
Brooklyn,Bedford-Stuyvesant,40.6916,-73.94538,True,strict,Entire home/apt,2013.0,64,5,7.0,2019-06-05,0.52,3.0,2.0,4.0,0.989041095890411,361.0,23104.0,4.1588830833596715
Brooklyn,Park Slope,40.67192,-73.97444,True,flexible,Entire home/apt,2016.0,578,3,12.0,2019-05-20,0.59,4.0,1.0,354.0,0.030136986301369864,11.0,6358.0,6.359573868672378
Queens,Ditmars Steinway,40.77281,-73.90295,False,moderate,Private room,2005.0,1159,1,3.0,2017-09-15,0.13,5.0,8.0,129.0,0.6465753424657534,236.0,273524.0,7.055312843339752
Bronx,Morrisania,40.82627,-73.90803,True,moderate,Private room,2018.0,852,2,0.0,,,2.0,1.0,0.0,1.0,365.0,310980.0,6.747586526829315
Manhattan,Greenwich Village,40.72733,-73.9958,True,strict,Private room,2005.0,285,2,1.0,2018-12-03,0.14,5.0,1.0,0.0,1.0,365.0,104025.0,5.652489180268651
Manhattan,East Village,40.72405,-73.97747,False,moderate,Entire home/apt,2010.0,348,4,6.0,2017-10-01,0.26,2.0,1.0,0.0,1.0,365.0,127020.0,5.8522024797744745
Manhattan,East Village,40.7293,-73.98283,True,flexible,Private room,2021.0,1021,3,1.0,2017-09-04,0.04,4.0,1.0,0.0,1.0,365.0,372665.0,6.928537818164665
Bronx,University Heights,40.85657,-73.90915,True,flexible,Private room,2009.0,458,1,2.0,2018-03-28,0.11,3.0,1.0,0.0,1.0,365.0,167170.0,6.126869184114185
Brooklyn,Fort Greene,40.69122,-73.96976,True,flexible,Private room,2017.0,546,3,14.0,2019-05-14,0.64,5.0,1.0,35.0,0.9041095890410958,330.0,180180.0,6.302618975744905
Manhattan,Greenwich Village,40.733,-73.99413,False,moderate,Entire home/apt,2008.0,464,30,7.0,2018-03-13,0.32,3.0,1.0,180.0,0.5068493150684932,185.0,85840.0,6.139884552226255
Brooklyn,Williamsburg,40.71279,-73.94662,True,moderate,Private room,2012.0,155,3,1.0,2017-09-20,0.05,5.0,1.0,0.0,1.0,365.0,56575.0,5.043425116919247
Manhattan,Harlem,40.8098,-73.9441,False,moderate,Private room,2003.0,1195,5,34.0,2019-06-30,1.58,2.0,1.0,86.0,0.7643835616438356,279.0,333405.0,7.085901464365611
Brooklyn,Bedford-Stuyvesant,40.68591,-73.9249,False,strict,Entire home/apt,2003.0,134,3,36.0,2019-05-19,1.6,5.0,2.0,2.0,0.9945205479452055,363.0,48642.0,4.897839799950911
Manhattan,Little Italy,40.71946,-73.99761,True,flexible,Entire home/apt,2003.0,125,4,0.0,,,4.0,1.0,0.0,1.0,365.0,45625.0,4.8283137373023015
Brooklyn,Bedford-Stuyvesant,40.69061,-73.95203,False,strict,Entire home/apt,2019.0,893,3,5.0,2018-07-31,0.22,4.0,2.0,0.0,1.0,365.0,325945.0,6.794586580876499
Queens,Ridgewood,40.69748,-73.90127,True,moderate,Entire home/apt,2010.0,109,3,5.0,2017-09-25,0.22,4.0,1.0,0.0,1.0,365.0,39785.0,4.6913478822291435
Manhattan,West Village,40.73465,-74.00139,False,strict,Entire home/apt,2015.0,612,2,0.0,,,2.0,1.0,0.0,1.0,365.0,223380.0,6.416732282512326
Brooklyn,Crown Heights,40.67538,-73.93379,False,strict,Entire home/apt,2003.0,526,3,2.0,2019-04-15,0.16,4.0,4.0,263.0,0.27945205479452057,102.0,53652.0,6.26530121273771
Brooklyn,Clinton Hill,40.69167,-73.96927,False,moderate,Entire home/apt,2010.0,931,2,93.0,2019-07-01,4.15,5.0,1.0,43.0,0.8821917808219178,322.0,299782.0,6.836259277277067
Manhattan,Midtown,40.75052,-73.97259,True,moderate,Entire home/apt,2017.0,1114,3,3.0,2018-01-01,0.14,4.0,2.0,0.0,1.0,365.0,406610.0,7.01571242048723
Manhattan,Upper East Side,40.76128,-73.96236,False,strict,Entire home/apt,2003.0,886,30,5.0,2018-10-19,0.25,5.0,8.0,306.0,0.16164383561643836,59.0,52274.0,6.786716950605081
Manhattan,Gramercy,40.73741,-73.98096,False,moderate,Entire home/apt,2007.0,774,30,0.0,,,4.0,33.0,364.0,0.0027397260273972603,1.0,774.0,6.651571873589727
Bronx,City Island,40.84964,-73.78717,True,flexible,Private room,2020.0,756,2,45.0,2019-06-22,2.04,5.0,1.0,118.0,0.6767123287671233,247.0,186732.0,6.628041376179533
Manhattan,East Village,40.72792,-73.98288,True,flexible,Private room,2017.0,800,15,6.0,2018-06-05,0.27,5.0,1.0,0.0,1.0,365.0,292000.0,6.684611727667927
Brooklyn,East Flatbush,40.63524,-73.94158,False,strict,Private room,2008.0,558,4,18.0,2019-06-11,1.44,3.0,1.0,82.0,0.7753424657534247,283.0,157914.0,6.324358962381311
Manhattan,Financial District,40.70501,-74.00707,False,flexible,Entire home/apt,2018.0,1150,2,21.0,2018-11-19,1.14,3.0,1.0,0.0,1.0,365.0,419750.0,7.047517221357296
Queens,Flushing,40.75224,-73.81505,False,moderate,Private room,2017.0,882,1,77.0,2019-05-29,3.43,2.0,4.0,362.0,0.00821917808219178,3.0,2646.0,6.782192056006791
Manhattan,West Village,40.73632,-74.00601,True,strict,Entire home/apt,2011.0,1057,14,4.0,2018-03-31,0.18,4.0,1.0,0.0,1.0,365.0,385805.0,6.963189985870238
Brooklyn,Bushwick,40.6997,-73.91305,False,strict,Entire home/apt,2008.0,870,3,6.0,2019-07-01,0.33,2.0,1.0,2.0,0.9945205479452055,363.0,315810.0,6.76849321164863
Manhattan,Upper West Side,40.78965,-73.96993,False,flexible,Entire home/apt,2003.0,936,1,9.0,2019-03-24,0.48,2.0,1.0,70.0,0.8082191780821918,295.0,276120.0,6.841615476477592
Brooklyn,Canarsie,40.64162,-73.90891,False,strict,Private room,2017.0,1117,3,2.0,2018-01-02,0.1,5.0,4.0,364.0,0.0027397260273972603,1.0,1117.0,7.018401799069201
Manhattan,Harlem,40.82444,-73.95112,False,flexible,Private room,2017.0,564,3,69.0,2019-07-01,3.16,4.0,1.0,57.0,0.8438356164383561,308.0,173712.0,6.335054251498059
Brooklyn,Crown Heights,40.66592,-73.95319,True,moderate,Entire home/apt,2019.0,450,7,3.0,2017-11-10,0.13,2.0,1.0,0.0,1.0,365.0,164250.0,6.1092475827643655
Brooklyn,Bushwick,40.70088,-73.91836,True,strict,Private room,2005.0,138,3,22.0,2019-04-06,0.98,5.0,2.0,0.0,1.0,365.0,50370.0,4.927253685157205
Brooklyn,Williamsburg,40.71647,-73.95333,True,moderate,Private room,2005.0,1039,1,45.0,2019-06-21,2.01,2.0,2.0,84.0,0.7698630136986301,281.0,291959.0,6.946013991099227
Brooklyn,Crown Heights,40.67225,-73.93326,True,strict,Private room,2011.0,732,2,4.0,2018-05-09,0.18,2.0,2.0,0.0,1.0,365.0,267180.0,6.595780513961311
Manhattan,Harlem,40.80171,-73.95122,True,flexible,Private room,2017.0,343,10,6.0,2018-09-30,0.28,2.0,1.0,156.0,0.5726027397260274,209.0,71687.0,5.8377304471659395
Brooklyn,Bushwick,40.69084,-73.92048,True,strict,Entire home/apt,2005.0,695,1,47.0,2019-06-18,2.2,4.0,2.0,336.0,0.07945205479452055,29.0,20155.0,6.543911845564792
Manhattan,East Village,40.72987,-73.98283,False,strict,Private room,2021.0,894,3,3.0,2017-11-19,0.14,5.0,1.0,0.0,1.0,365.0,326310.0,6.795705775173514
Brooklyn,Williamsburg,40.71702,-73.95732,False,strict,Private room,2019.0,268,2,1.0,2017-09-21,0.05,5.0,1.0,0.0,1.0,365.0,97820.0,5.5909869805108565
Brooklyn,Bedford-Stuyvesant,40.67865,-73.94231,False,flexible,Private room,2015.0,763,1,4.0,2018-04-02,0.25,4.0,3.0,0.0,1.0,365.0,278495.0,6.637258031284457
Brooklyn,Bushwick,40.70631,-73.91922,True,strict,Private room,2014.0,61,7,2.0,2019-02-18,0.09,5.0,1.0,364.0,0.0027397260273972603,1.0,61.0,4.110873864173311
Brooklyn,Greenpoint,40.73365,-73.95354,True,strict,Private room,2004.0,675,2,0.0,,,2.0,1.0,0.0,1.0,365.0,246375.0,6.51471269087253
Manhattan,Upper East Side,40.77237,-73.95275,False,flexible,Private room,2007.0,1130,2,42.0,2019-01-01,1.9,4.0,1.0,0.0,1.0,365.0,412450.0,7.029972911706386
Manhattan,Gramercy,40.73804,-73.98178,True,flexible,Entire home/apt,2014.0,1075,5,3.0,2019-06-27,0.13,5.0,1.0,65.0,0.821917808219178,300.0,322500.0,6.980075940561763
Manhattan,Chinatown,40.71365,-73.9973,True,moderate,Entire home/apt,2015.0,1114,5,11.0,2019-04-30,0.56,3.0,1.0,171.0,0.5315068493150685,194.0,216116.0,7.01571242048723
Queens,College Point,40.77773,-73.83237,True,moderate,Private room,2005.0,714,1,51.0,2019-06-22,2.29,5.0,1.0,65.0,0.821917808219178,300.0,214200.0,6.570882962339584
Queens,Ditmars Steinway,40.77786,-73.90819,False,strict,Private room,2012.0,517,7,36.0,2019-06-15,1.64,5.0,1.0,48.0,0.8684931506849315,317.0,163889.0,6.248042874508429
Brooklyn,Flatlands,40.61802,-73.92866,True,moderate,Private room,2021.0,399,2,13.0,2019-05-31,0.59,5.0,1.0,292.0,0.2,73.0,29127.0,5.988961416889864
Manhattan,Washington Heights,40.83902,-73.93766,False,strict,Entire home/apt,2013.0,850,3,2.0,2017-10-10,0.09,3.0,1.0,0.0,1.0,365.0,310250.0,6.745236349484363
Manhattan,Upper East Side,40.78079,-73.95499,False,flexible,Private room,2014.0,809,10,0.0,,,4.0,2.0,0.0,1.0,365.0,295285.0,6.695798917058491
Manhattan,Upper East Side,40.77832,-73.95657,False,moderate,Entire home/apt,2021.0,429,30,7.0,2019-05-31,0.47,4.0,91.0,281.0,0.23013698630136986,84.0,36036.0,6.061456918928017
Brooklyn,Greenpoint,40.73227,-73.95149,True,flexible,Entire home/apt,2022.0,228,3,20.0,2019-06-24,0.92,5.0,1.0,313.0,0.14246575342465753,52.0,11856.0,5.429345628954441
Manhattan,Chelsea,40.7416,-74.00082,True,moderate,Private room,2014.0,1094,30,2.0,2019-05-11,0.17,4.0,1.0,188.0,0.4849315068493151,177.0,193638.0,6.9975959829819265
Manhattan,East Village,40.7244,-73.97732,False,moderate,Private room,2010.0,1032,1,33.0,2019-05-23,1.62,5.0,2.0,124.0,0.6602739726027397,241.0,248712.0,6.939253946041508
Brooklyn,Flatlands,40.62724,-73.93043,True,strict,Entire home/apt,2019.0,1068,1,0.0,,,5.0,1.0,365.0,0.0,0.0,0.0,6.97354301952014
Manhattan,Chinatown,40.71611,-73.99405,True,flexible,Private room,2017.0,858,25,8.0,2018-10-21,0.36,4.0,1.0,0.0,1.0,365.0,313170.0,6.754604099487962
Manhattan,Harlem,40.80482,-73.95107,True,strict,Private room,2004.0,230,2,54.0,2018-12-27,2.44,2.0,2.0,0.0,1.0,365.0,83950.0,5.438079308923196
Brooklyn,Bedford-Stuyvesant,40.68763,-73.92706,True,moderate,Private room,2021.0,983,2,9.0,2019-01-02,0.4,2.0,1.0,0.0,1.0,365.0,358795.0,6.890609120147166
Brooklyn,Carroll Gardens,40.68225,-73.99116,False,moderate,Private room,2006.0,742,1,12.0,2018-07-13,0.54,5.0,1.0,0.0,1.0,365.0,270830.0,6.60934924316738
Brooklyn,Williamsburg,40.70929,-73.95381,False,flexible,Entire home/apt,2006.0,326,2,9.0,2019-02-17,0.44,5.0,1.0,0.0,1.0,365.0,118990.0,5.786897381366708
Manhattan,Harlem,40.81394,-73.95334,False,flexible,Private room,2018.0,136,2,13.0,2018-01-07,0.62,3.0,9.0,112.0,0.6931506849315069,253.0,34408.0,4.912654885736052
Queens,Jamaica,40.68503,-73.77983,True,moderate,Entire home/apt,2019.0,265,2,45.0,2019-06-30,2.01,4.0,4.0,153.0,0.5808219178082191,212.0,56180.0,5.579729825986222
Brooklyn,Bedford-Stuyvesant,40.69155,-73.93662,False,moderate,Private room,2022.0,787,7,5.0,2019-04-28,0.23,5.0,1.0,56.0,0.8465753424657534,309.0,243183.0,6.668228248417403
Brooklyn,East Flatbush,40.65413,-73.94846,False,flexible,Entire home/apt,2010.0,530,4,55.0,2019-07-02,2.64,5.0,1.0,22.0,0.9397260273972603,343.0,181790.0,6.272877006546167
Staten Island,St. George,40.64119,-74.08369,True,strict,Entire home/apt,2003.0,1083,2,87.0,2019-07-06,5.08,3.0,1.0,100.0,0.726027397260274,265.0,286995.0,6.9874902470009905
Manhattan,Washington Heights,40.84492,-73.93891,False,flexible,Entire home/apt,2017.0,1028,2,109.0,2019-07-05,4.86,4.0,1.0,261.0,0.28493150684931506,104.0,106912.0,6.93537044601511
Queens,Long Island City,40.75401,-73.92013,True,moderate,Private room,2008.0,576,1,4.0,2017-11-26,0.19,2.0,1.0,0.0,1.0,365.0,210240.0,6.3561076606958915
Brooklyn,Park Slope,40.67884,-73.97493,True,flexible,Entire home/apt,2016.0,253,3,7.0,2019-04-28,0.35,4.0,1.0,0.0,1.0,365.0,92345.0,5.53338948872752
Manhattan,Harlem,40.81225,-73.95197,True,flexible,Private room,2009.0,487,2,10.0,2019-01-02,0.47,2.0,9.0,365.0,0.0,0.0,0.0,6.18826412308259
Manhattan,East Harlem,40.79383,-73.94968,True,moderate,Private room,2014.0,1092,1,98.0,2018-10-15,4.39,2.0,2.0,0.0,1.0,365.0,398580.0,6.9957661563048505
Manhattan,Upper East Side,40.77037,-73.95734,True,moderate,Entire home/apt,2017.0,324,6,0.0,,,2.0,1.0,0.0,1.0,365.0,118260.0,5.780743515792329
Brooklyn,Brooklyn Heights,40.6904,-73.99376,True,flexible,Entire home/apt,2010.0,771,3,21.0,2019-05-05,0.95,2.0,1.0,15.0,0.958904109589041,350.0,269850.0,6.647688373563329
Brooklyn,Bedford-Stuyvesant,40.68953,-73.93187,False,flexible,Private room,2020.0,640,2,1.0,2017-09-11,0.05,5.0,1.0,0.0,1.0,365.0,233600.0,6.461468176353717
Brooklyn,Bushwick,40.69855,-73.93671,True,moderate,Private room,2021.0,687,11,13.0,2019-03-31,0.6,2.0,3.0,0.0,1.0,365.0,250755.0,6.532334292222349
Manhattan,Nolita,40.72372,-73.99318,True,moderate,Entire home/apt,2009.0,374,2,0.0,,,3.0,1.0,2.0,0.9945205479452055,363.0,135762.0,5.924255797414532
Brooklyn,East Flatbush,40.64861,-73.94983,True,moderate,Private room,2019.0,486,2,9.0,2018-04-01,0.4,3.0,4.0,4.0,0.989041095890411,361.0,175446.0,6.186208623900494
Manhattan,Inwood,40.8608,-73.9281,False,moderate,Entire home/apt,2018.0,192,2,5.0,2019-05-29,0.23,4.0,1.0,20.0,0.9452054794520548,345.0,66240.0,5.2574953720277815
Manhattan,Morningside Heights,40.80841,-73.95625,True,flexible,Private room,2004.0,342,3,13.0,2018-08-27,0.59,4.0,2.0,61.0,0.8328767123287671,304.0,103968.0,5.834810737062605
Brooklyn,Bedford-Stuyvesant,40.68566,-73.92552,True,strict,Private room,2007.0,462,1,2.0,2017-09-30,0.09,2.0,1.0,0.0,1.0,365.0,168630.0,6.135564891081739
Manhattan,Harlem,40.80227,-73.9579,False,moderate,Private room,2015.0,999,3,55.0,2019-07-02,2.52,4.0,1.0,66.0,0.8191780821917808,299.0,298701.0,6.906754778648554
Brooklyn,Bushwick,40.69954,-73.93579,True,strict,Private room,2011.0,84,5,6.0,2019-04-16,0.27,3.0,1.0,13.0,0.9643835616438357,352.0,29568.0,4.430816798843313
Brooklyn,Crown Heights,40.67542,-73.95107,False,flexible,Private room,2014.0,759,2,82.0,2019-06-21,3.7,5.0,1.0,30.0,0.9178082191780822,335.0,254265.0,6.63200177739563
Brooklyn,Kensington,40.64493,-73.97327,True,flexible,Private room,2022.0,1199,2,61.0,2019-06-30,2.71,3.0,2.0,61.0,0.8328767123287671,304.0,364496.0,7.089243155027514
Brooklyn,Williamsburg,40.7079,-73.96609,True,strict,Private room,2015.0,111,7,8.0,2018-03-15,0.43,5.0,1.0,0.0,1.0,365.0,40515.0,4.709530201312334
Brooklyn,Park Slope,40.67454,-73.9841,False,flexible,Entire home/apt,2009.0,109,2,77.0,2019-07-01,3.43,5.0,1.0,243.0,0.33424657534246577,122.0,13298.0,4.6913478822291435
Queens,Rosedale,40.65429,-73.73432,True,moderate,Private room,2016.0,468,30,34.0,2019-05-14,1.52,4.0,5.0,90.0,0.7534246575342466,275.0,128700.0,6.148468295917647
Brooklyn,Clinton Hill,40.6866,-73.96761,False,flexible,Private room,2018.0,555,2,0.0,,,3.0,1.0,0.0,1.0,365.0,202575.0,6.318968113746434
Manhattan,Upper East Side,40.77954,-73.94788,True,flexible,Private room,2014.0,289,3,9.0,2019-06-30,1.03,4.0,1.0,18.0,0.9506849315068493,347.0,100283.0,5.666426688112432
Queens,Rosedale,40.65251,-73.7365,True,strict,Private room,2010.0,308,7,21.0,2018-06-30,0.94,2.0,5.0,297.0,0.1863013698630137,68.0,20944.0,5.730099782973574
Brooklyn,Flatbush,40.6473,-73.96245,False,flexible,Private room,2005.0,977,2,10.0,2019-06-28,0.97,5.0,1.0,178.0,0.5123287671232877,187.0,182699.0,6.884486652042782
Queens,Long Island City,40.76483,-73.94073,True,flexible,Private room,2015.0,369,1,63.0,2019-06-19,2.81,4.0,6.0,356.0,0.024657534246575342,9.0,3321.0,5.910796644040527
Manhattan,Inwood,40.86339,-73.92045,False,strict,Private room,2022.0,373,2,75.0,2019-06-24,3.37,3.0,1.0,332.0,0.09041095890410959,33.0,12309.0,5.921578419643816
Manhattan,Upper West Side,40.77998,-73.98218,True,strict,Shared room,2017.0,1189,1,10.0,2018-08-06,0.45,4.0,1.0,0.0,1.0,365.0,433985.0,7.080867896690782
Manhattan,Midtown,40.7507,-73.97086,False,strict,Entire home/apt,2020.0,163,30,0.0,,,4.0,33.0,365.0,0.0,0.0,0.0,5.093750200806762
Brooklyn,Williamsburg,40.70926,-73.95515,True,moderate,Private room,2012.0,590,1,9.0,2017-10-15,0.4,3.0,1.0,310.0,0.1506849315068493,55.0,32450.0,6.380122536899765
Brooklyn,East Flatbush,40.6435,-73.94011,False,flexible,Private room,2003.0,181,1,4.0,2019-06-23,2.73,2.0,1.0,63.0,0.8273972602739726,302.0,54662.0,5.198497031265826
Manhattan,Midtown,40.75161,-73.97017,False,flexible,Entire home/apt,2006.0,1001,30,0.0,,,5.0,33.0,365.0,0.0,0.0,0.0,6.90875477931522
Manhattan,Washington Heights,40.84962,-73.94011,True,moderate,Private room,2006.0,828,1,11.0,2017-11-02,0.49,4.0,1.0,0.0,1.0,365.0,302220.0,6.71901315438526
Brooklyn,Bedford-Stuyvesant,40.6918,-73.95151,True,strict,Entire home/apt,2014.0,1122,4,2.0,2017-11-15,0.09,4.0,1.0,0.0,1.0,365.0,409530.0,7.022868086082641
Manhattan,Midtown,40.75145,-73.97011,True,moderate,Entire home/apt,2017.0,782,30,0.0,,,2.0,33.0,365.0,0.0,0.0,0.0,6.661854740545311
Queens,Richmond Hill,40.70305,-73.82687,False,strict,Private room,2009.0,490,2,10.0,2019-01-01,0.46,2.0,1.0,6.0,0.9835616438356164,359.0,175910.0,6.194405391104672
Manhattan,Midtown,40.7518,-73.97074,False,moderate,Entire home/apt,2021.0,297,30,0.0,,,4.0,33.0,365.0,0.0,0.0,0.0,5.6937321388027
Manhattan,Harlem,40.82992,-73.94563,False,strict,Shared room,2008.0,1108,2,1.0,2017-09-03,0.04,5.0,2.0,0.0,1.0,365.0,404420.0,7.010311867307229
